8,17,26,34,43,52,60,69,78,86,95,104,112,121,130
2,1,1,1,1,0,1,2,3,3,3,4,4,5,5
3,1,1,1,2,1,1,2,1,2,1,2,1,2,2
3,2,1,1,2,2,1,2,2,2,2,2,2,2,3
4,2,2,2,3,2,3,3,3,4,3,5,6,7,7
3,2,1,1,2,1,2,2,1,2,2,2,2,3,2
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32
3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
3,1,1,2,1,1,2,1,2,1,2,1,2,2,2
5,2,3,3,3,3,4,4,4,5,4,5,6,6,5
4,3,2,3,2,3,4,3,4,4,4,5,4,5,5
3,1,2,1,1,1,2,1,2,2,1,2,2,2,2
3,1,1,2,1,1,2,1,2,1,2,1,2,2,2
2,0,1,0,0,1,0,1,0,0,1,0,1,0,1
6,3,4,4,4,5,6,6,7,7,7,8,11,12,18
4,3,2,3,8,10,12,14,16,18,20,22,24,26,28
3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
3,1,1,2,1,1,2,1,2,1,2,1,2,2,2
5,2,3,3,3,3,4,4,4,5,4,5,6,6,5
4,3,2,3,2,3,4,3,4,4,4,5,4,5,5
3,1,2,1,1,1,2,1,2,2,1,2,2,2,2
3,1,1,2,1,1,2,1,2,1,2,1,2,2,2
2,0,1,0,0,1,0,1,0,0,1,0,1,0,1
6,3,4,4,4,5,6,6,7,7,7,8,11,12,18
4,3,2,3,8,10,12,14,16,18,20,22,24,26,28
3,1,1,0,1,1,1,1,2,1,1,1,1,2,1
2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,1,1,1,0,1,1,1,1,1,0,1,1,1,1
3,1,1,1,2,1,1,1,2,1,2,1,2,2,2
3,2,1,2,2,1,2,2,2,3,2,2,3,2,3
2,1,1,1,0,1,1,1,4,4,4,4,4,8,8
11,10,11,14,16,19,21,23,25,28,30,32,35,37,39
1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
6,4,4,5,13,16,24,24,24,32,32,40,40,48,48
3,1,1,1,2,1,1,1,2,1,2,1,2,2,2
3,1,2,4,5,6,7,8,9,10,11,13,14,15,16
5,3,3,3,3,4,5,4,6,9,9,10,11,12,13
3,2,1,2,1,2,2,3,4,5,5,6,7,7,8
3,1,2,4,5,6,7,8,9,10,11,13,14,15,16
27,54,81,108,135,162,189,216,244,271,298,325,352,379,406
2,4,6,8,10,13,15,17,19,21,23,26,28,30,32
5,3,3,3,4,4,5,5,5,8,10,11,12,13,14
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32
13,27,40,54,67,81,94,108,122,135,149,162,176,189,203
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32
6,12,18,24,30,36,42,48,54,60,66,72,78,84,90
6,12,18,24,30,36,42,48,54,60,66,72,78,84,90
9,19,29,39,49,59,69,78,88,98,108,118,128,138,147
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32
3,2,1,2,1,2,2,2,2,2,2,2,3,2,3
4,2,3,2,4,6,7,8,9,10,11,13,14,15,16
4,2,6,8,10,13,15,17,19,21,23,26,28,30,32
3,1,1,1,2,1,1,1,2,1,2,1,2,2,2
2,5,7,10,12,15,18,20,23,25,28,30,33,36,38
3,0,1,1,1,1,1,1,1,1,1,1,2,1,1
4,1,2,2,2,2,2,3,2,3,3,3,4,6,6
4,2,2,2,2,3,3,3,3,3,3,4,4,4,4
2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3,1,1,2,1,1,2,1,3,4,4,5,5,6,6
6,4,4,4,6,5,7,6,8,8,8,11,14,14,21
3,1,1,1,2,1,1,1,2,1,2,1,2,2,2
3,2,1,1,2,1,2,2,1,2,2,2,2,3,2
4,1,2,2,2,2,2,2,3,2,3,3,3,3,3
3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
3,1,1,2,1,1,2,1,2,1,2,1,2,2,2
5,2,3,3,3,3,4,4,4,5,4,5,6,6,5
4,3,2,3,2,3,4,3,4,4,4,5,4,5,5
3,1,2,1,1,1,2,1,2,2,1,2,2,2,2
3,1,1,2,1,1,2,1,2,1,2,1,2,2,2
2,0,1,0,0,1,0,1,0,0,1,0,1,0,1
6,3,4,4,4,5,6,6,7,7,7,8,11,12,18
4,3,2,3,8,10,12,14,16,18,20,22,24,26,28
4,1,2,2,2,2,2,2,3,2,3,3,3,3,3
25,29,38,47,56,67,75,85,94,104,114,122,133,141,151
3,2,2,1,2,2,2,2,2,2,3,2,3,3,3
5,2,3,2,4,3,4,4,4,4,5,5,5,6,6
3,1,1,2,1,1,2,1,2,1,2,2,2,2,2
2,1,0,1,1,0,1,0,1,1,0,1,1,0,1
2,1,0,1,1,0,1,0,1,1,0,1,1,0,1
2,1,0,1,1,0,1,0,1,1,0,1,1,0,1
2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,0,1,0,0,1,0,1,0,0,1,0
5,1,1,1,1,1,0,1,1,0,1,1,0,1,1
3,1,0,1,0,0,1,0,0,1,0,0,0,1,0
2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,1,0,0,1,0,0,0,0,1,0,0,0
