0.263,0.00142,37600000,,16,16,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,33,33,32,32,32,33,32,32,32,33,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32
11.93,0.05829,131000,5,8,8,5,4,4,4,15,16,24,24,24,32,32,40,40,48,48,0,0,0,0,0,0,0,0,0,0,16,21,20,20,20,31,32,40,40,40,48,48,56,56,64,64,16,16,16,16,16,16,16,16,16,16
0.635,0.00057,1140000,,8,8,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,16,18,17,17,18,17,17,17,17,18,17,17,18,17,18,18,16,16,16,16,16,16,16,16,16,16
92.761,0.14217,142525.2,2,1,1,2,1,3,4,5,6,7,8,9,10,11,13,14,15,16,0,0,0,0,0,0,0,0,0,0,2,4,3,5,6,7,8,9,10,11,12,13,15,16,17,18,2,2,2,2,2,2,2,2,2,2
23.088,0.0286,27331.2,2.4,1,1,4,3,3,3,3,4,4,4,8,9,9,10,11,12,13,0,0,0,0,0,0,0,0,0,0,2,6,5,5,5,5,6,6,6,10,11,11,12,13,14,15,2,2,2,2,2,2,2,2,2,2
47.583,0.07307,90140.4,4,1,1,3,1,1,2,1,2,2,4,4,5,5,6,7,7,8,0,0,0,0,0,0,0,0,0,0,2,5,3,3,4,3,4,4,6,6,7,7,8,9,9,10,2,2,2,2,2,2,2,2,2,2
49.08,0.11583,181507.2,2,1,1,2,1,3,4,5,6,7,8,9,10,11,13,14,15,16,0,0,0,0,0,0,0,0,0,0,2,4,3,5,6,7,8,9,10,11,12,13,15,16,17,18,2,2,2,2,2,2,2,2,2,2
15.377,0.1011,199640.4,0.08,1,1,27,54,81,108,135,162,189,216,244,271,298,325,352,379,406,0,0,0,0,0,0,0,0,0,0,2,29,56,83,110,137,164,191,218,246,273,300,327,354,381,408,2,2,2,2,2,2,2,2,2,2
16.783,0.02294,384651.6,1,1,1,2,4,6,8,10,13,15,17,19,21,23,26,28,30,32,0,0,0,0,0,0,0,0,0,0,2,4,6,8,10,12,15,17,19,21,23,25,28,30,32,34,2,2,2,2,2,2,2,2,2,2
67.042,0.11555,25579.2,2.25,1,1,4,3,3,3,4,4,4,4,7,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,2,6,5,5,5,6,6,6,6,9,11,12,13,14,15,16,2,2,2,2,2,2,2,2,2,2
39.146,0.06599,84008.4,1,1,1,3,3,6,8,10,13,15,17,19,21,23,26,28,30,32,0,0,0,0,0,0,0,0,0,0,2,5,5,8,10,12,15,17,19,21,23,25,28,30,32,34,2,2,2,2,2,2,2,2,2,2
13.018,0.01728,296701.2,0.16,1,1,13,27,40,54,67,81,94,108,122,135,149,162,176,189,203,0,0,0,0,0,0,0,0,0,0,2,15,29,42,56,69,83,96,110,124,137,151,164,178,191,205,2,2,2,2,2,2,2,2,2,2
5.761,0.00651,143488.8,1,1,1,2,4,6,8,10,13,15,17,19,21,23,26,28,30,32,0,0,0,0,0,0,0,0,0,0,2,4,6,8,10,12,15,17,19,21,23,25,28,30,32,34,2,2,2,2,2,2,2,2,2,2
149.234,0.0657,296701.2,0.36,1,1,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,0,0,0,0,0,0,0,0,0,0,2,8,14,20,26,32,38,44,50,56,62,68,74,80,86,92,2,2,2,2,2,2,2,2,2,2
149.234,0.0657,296701.2,0.36,1,1,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,0,0,0,0,0,0,0,0,0,0,2,8,14,20,26,32,38,44,50,56,62,68,74,80,86,92,2,2,2,2,2,2,2,2,2,2
32.251,0.07165,717356.4,0.22,1,1,9,19,29,39,49,59,69,78,88,98,108,118,128,138,147,0,0,0,0,0,0,0,0,0,0,2,11,21,31,41,51,61,71,80,90,100,110,120,130,140,149,2,2,2,2,2,2,2,2,2,2
2.54,0.00255,137181.6,1,1,1,2,4,6,8,10,13,15,17,19,21,23,26,28,30,32,0,0,0,0,0,0,0,0,0,0,2,4,6,8,10,12,15,17,19,21,23,25,28,30,32,34,2,2,2,2,2,2,2,2,2,2
44.997,0.08383,87950.4,7.72,1,1,3,1,1,2,1,2,2,1,2,2,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,2,5,3,3,4,3,4,4,3,4,4,4,5,4,4,5,2,2,2,2,2,2,2,2,2,2
31.344,0.08694,42398.4,2,1,1,4,2,2,2,5,6,7,8,9,10,11,13,14,15,16,0,0,0,0,0,0,0,0,0,0,2,6,4,4,4,7,8,9,10,11,12,13,15,16,17,18,2,2,2,2,2,2,2,2,2,2
16.829,0.04248,56677.2,1,1,1,3,3,6,8,10,13,15,17,19,21,23,26,28,30,32,0,0,0,0,0,0,0,0,0,0,2,5,5,8,10,12,15,17,19,21,23,25,28,30,32,34,2,2,2,2,2,2,2,2,2,2
4.808,0.0034,143664,10,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,3,4,3,3,3,3,4,3,3,4,3,4,4,2,2,2,2,2,2,2,2,2,2
7.666,0.0102,359072.4,0.84,1,1,2,5,7,10,12,15,18,20,23,25,28,30,33,36,38,0,0,0,0,0,0,0,0,0,0,2,4,7,9,12,14,17,20,22,25,27,30,32,35,38,40,2,2,2,2,2,2,2,2,2,2
9.435,0.01841,226884,19.92,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2
47.537,0.09742,64561.2,5,1,1,3,2,1,2,2,2,2,2,2,3,3,4,5,6,6,0,0,0,0,0,0,0,0,0,0,2,5,4,3,4,4,4,4,4,4,5,5,6,7,8,8,2,2,2,2,2,2,2,2,2,2
120,0.208,50000,,1,1,3,2,2,2,2,3,2,3,3,3,3,4,3,4,4,0,0,0,0,0,0,0,0,0,0,2,5,4,4,4,4,5,4,5,5,5,5,6,5,6,6,2,2,2,2,2,2,2,2,2,2
49.71,0.39329,832600,,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2
11.93,0.05829,131000,5,1,1,2,2,1,1,1,1,1,3,3,4,4,5,5,6,6,0,0,0,0,0,0,0,0,0,0,2,4,4,3,3,3,3,3,5,5,6,6,7,7,8,8,2,2,2,2,2,2,2,2,2,2
3.039,0.0017,117000,10.61,7,7,5,4,3,5,5,5,6,7,7,8,8,14,14,14,21,0,0,0,0,0,0,0,0,0,0,14,19,18,17,19,19,19,20,21,21,22,22,28,28,28,35,14,14,14,14,14,14,14,14,14,14
4.808,0.0034,143664,10,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,3,4,3,3,3,3,4,3,3,4,3,4,4,2,2,2,2,2,2,2,2,2,2
3,0.0053,103280.4,7.72,1,1,3,1,1,1,2,1,2,1,2,2,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,2,5,3,3,3,4,3,4,3,4,4,4,3,4,5,4,2,2,2,2,2,2,2,2,2,2
27,0.01124,66666.7,,1,1,3,2,1,2,2,2,2,2,2,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,2,5,4,3,4,4,4,4,4,4,5,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2
34.93,0.05606,77100,,1,1,3,1,2,1,2,2,2,1,3,2,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,2,5,3,4,3,4,4,4,3,5,4,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2
70.541,0.40788,66666.7,,2,2,4,2,3,2,3,3,4,4,4,4,5,4,6,5,6,0,0,0,0,0,0,0,0,0,0,4,8,6,7,6,7,7,8,8,8,8,9,8,10,9,10,4,4,4,4,4,4,4,4,4,4
10.075,0.00488,500000,,4,4,3,1,1,1,1,1,2,1,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,8,11,9,9,9,9,9,10,9,9,10,10,9,10,10,10,8,8,8,8,8,8,8,8,8,8
2.517,0,500000,,1,1,2,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2
5.271,0.06906,500000,,1,1,2,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2
2.86,0.00325,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1.306,0.00439,500000,,1,1,2,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2
80.779,0.6391,832600,,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2
12.529,0.01381,242700,,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
66.366,0.10644,77100,,1,,3,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
134.027,0.77513,66666.7,,2,,4,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2
10.075,0.00488,500000,,4,,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
574.119,0,500000,,1,,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196.77,1.26896,500000,,1,,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61.839,0.7397,,,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.306,0.00439,500000,,1,,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80.779,0.6391,832600,,1,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12.529,0.01381,242700,,1,,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21.84,0.28022,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
80.954,0.68679,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.063,0.02067,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100.21,0.05,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10.503,0.009,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
53.046,0.04546,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
734.8,0.36667,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2765.882,0.00212,,,1,1,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,2,2,2,2,2,2,2,2,2,2
4580,33.33333,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
400,2,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0.25,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,0.3,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197.917,1.425,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.0135,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.56,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.0056,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,4.36,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158.333,4.11667,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728.333,2.53333,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1.41,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.01,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.2,0.075,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237.5,4.75,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,1.344,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.75,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.75,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,3,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,0.07,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150,0.3,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158.333,3.16667,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0.008,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.54,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,0.5,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0.4,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000,4,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
500,2.5,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317.514,1.35921,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
997.902,0.3398,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.762,0.08495,,,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.33,0.00479,,0.123076923,2,2,34,70,104,140,176,210,246,280,316,352,386,422,458,492,528,0,0,0,0,0,0,0,0,0,0,4,38,74,108,144,180,214,250,284,320,356,390,426,462,496,532,4,4,4,4,4,4,4,4,4,4
78.04,0.66796,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
